Customer ID,SeniorCitizen_Status,Contract,Churn,Payment Method,MonthlyCharges_Clean,Tenure,TotalCharges_Clean
5133-POWUA,No,Month-to-month,No,Mailed check,0,1,45
5133-VRSAB,No,Month-to-month,No,Mailed check,0,8,216
5134-IKDAY,No,Month-to-month,Yes,Electronic check,0,1,69
5135-GRQJV,Yes,Two year,No,Mailed check,0,72,"8,331"
5135-RDDQL,No,Two year,No,Bank transfer (automatic),0,63,"3,221"
5136-GFPMB,No,Month-to-month,No,Credit card (automatic),0,54,"4,869"
5136-KCKGI,No,One year,Yes,Mailed check,0,33,"3,467"
5136-RGMZO,No,Month-to-month,No,Electronic check,0,31,"2,168"
5138-WVKYJ,No,Month-to-month,Yes,Electronic check,0,10,"1,008"
5140-FOMCQ,No,One year,No,Credit card (automatic),0,59,"6,557"
5141-ZUVBH,No,Month-to-month,No,Bank transfer (automatic),93,9,870
5143-EGQFK,Yes,Month-to-month,Yes,Electronic check,0,10,291
5143-WMWOG,No,Month-to-month,Yes,Electronic check,0,1,19
5144-PQCDZ,No,Month-to-month,No,Mailed check,0,4,59
5144-TVGLP,Yes,Month-to-month,No,Electronic check,0,38,"3,653"
5146-CBVOE,No,Month-to-month,No,Bank transfer (automatic),0,16,"1,212"
5146-YYFRZ,No,Two year,No,Bank transfer (automatic),0,67,"1,311"
5148-HKFIR,No,Two year,No,Mailed check,0,20,406
5148-ORICT,No,Two year,No,Mailed check,0,64,"4,759"
5149-CUZUJ,No,One year,No,Bank transfer (automatic),0,28,"2,768"
5149-QYTTU,No,One year,No,Credit card (automatic),0,71,"6,770"
5149-TGWDZ,No,One year,No,Mailed check,0,21,"2,239"
5150-ITWWB,Yes,Month-to-month,No,Electronic check,0,3,335
5150-LJNSR,No,One year,No,Bank transfer (automatic),0,31,"3,082"
5151-HQRDG,No,Month-to-month,No,Mailed check,0,37,"2,030"
5153-LXKDT,No,Two year,No,Electronic check,0,68,"7,467"
5153-RTHKF,No,Month-to-month,No,Electronic check,0,34,"2,896"
5154-VEKBL,No,Month-to-month,Yes,Mailed check,0,9,539
5155-AZQPB,No,Month-to-month,No,Mailed check,0,28,"1,410"
5156-UMKOW,No,Month-to-month,No,Mailed check,0,3,90
5158-RIVOP,No,Two year,No,Credit card (automatic),0,11,202
5159-YFPKQ,No,Month-to-month,Yes,Electronic check,0,2,160
5160-UXJED,No,One year,No,Mailed check,0,17,681
5161-UBZXI,No,Two year,No,Credit card (automatic),0,69,"7,261"
5161-XEUVX,No,Two year,No,Mailed check,0,37,"3,460"
5167-GBFRE,Yes,Month-to-month,Yes,Bank transfer (automatic),0,4,102
5167-ZFFMM,No,Month-to-month,Yes,Credit card (automatic),0,1,90
5168-MQQCA,No,One year,No,Bank transfer (automatic),0,72,"8,003"
5168-MSWXT,No,Month-to-month,No,Electronic check,0,8,759
5170-PTRKA,No,One year,No,Credit card (automatic),0,49,"1,782"
5171-EPLKN,No,Two year,No,Credit card (automatic),0,27,470
5172-MIGPM,No,Month-to-month,No,Mailed check,0,4,237
5172-RKOCB,No,Two year,No,Credit card (automatic),0,72,"7,875"
5173-WXOQV,No,Month-to-month,No,Mailed check,0,2,143
5173-ZXXXL,No,One year,No,Mailed check,0,2,47
5174-ITUMV,No,One year,No,Electronic check,0,67,"6,989"
5174-RNGBH,No,Month-to-month,Yes,Mailed check,0,9,620
5175-AOBHI,No,Month-to-month,Yes,Mailed check,46,4,193
5175-WLYXL,No,Month-to-month,No,Mailed check,0,22,"1,600"
5176-LDKUH,No,One year,No,Electronic check,0,48,"3,772"
5176-LMJXE,No,Two year,No,Mailed check,0,47,945
5176-OLSKT,No,Two year,No,Bank transfer (automatic),0,66,"4,370"
5177-RVZNU,No,One year,No,Bank transfer (automatic),0,37,755
5178-LMXOP,Yes,Month-to-month,Yes,Electronic check,0,1,95
5180-UCIIQ,Yes,Month-to-month,Yes,Mailed check,0,22,880
5181-OABFK,No,Two year,No,Credit card (automatic),0,56,"3,346"
5183-KLYEM,No,Two year,No,Credit card (automatic),0,72,"8,192"
5183-SNMJQ,No,Month-to-month,No,Credit card (automatic),0,10,865
5186-EJEGL,No,Month-to-month,No,Mailed check,0,9,653
5186-PEIZU,No,Month-to-month,No,Bank transfer (automatic),0,35,617
5186-SAMNZ,Yes,Month-to-month,Yes,Bank transfer (automatic),0,1,69
5188-HGMLP,Yes,Month-to-month,No,Bank transfer (automatic),74,54,"3,919"
5192-EBGOV,Yes,Month-to-month,Yes,Electronic check,0,1,85
5193-QLVZB,No,Two year,No,Bank transfer (automatic),0,63,"6,536"
5195-KPUNQ,Yes,One year,No,Mailed check,0,53,"5,206"
5196-SGOAK,No,Month-to-month,Yes,Electronic check,0,1,75
5196-WPYOW,No,One year,No,Mailed check,0,67,"3,994"
5197-LQXXH,No,Two year,No,Credit card (automatic),0,71,"5,894"
5197-PYEPU,No,One year,No,Credit card (automatic),0,42,"3,923"
5197-YPYBZ,No,Two year,No,Credit card (automatic),0,12,274
5198-EFNBM,Yes,One year,No,Electronic check,0,57,"5,199"
5198-HQAEN,No,One year,No,Electronic check,0,35,"3,165"
5199-FPUSP,No,One year,No,Credit card (automatic),0,33,"1,113"
5201-CBWYG,No,One year,No,Bank transfer (automatic),0,62,"1,476"
5201-FRKKS,No,Month-to-month,No,Bank transfer (automatic),0,25,"1,952"
5201-USSQZ,No,Month-to-month,No,Credit card (automatic),0,26,"2,196"
5202-IVJNU,No,Month-to-month,Yes,Credit card (automatic),0,39,"1,131"
5203-XEHAX,No,One year,No,Electronic check,0,34,"2,053"
5204-HMGYF,No,One year,No,Mailed check,0,49,"4,345"
5204-QZXPU,No,Month-to-month,Yes,Electronic check,0,19,733
5206-HPJKM,No,Month-to-month,No,Credit card (automatic),0,17,934
5206-XZZQI,No,Month-to-month,No,Mailed check,0,53,"4,348"
5207-PLSTK,No,Month-to-month,No,Mailed check,0,1,48
5208-FVQKB,No,Two year,No,Mailed check,0,70,"4,664"
5208-HFSBT,No,Month-to-month,Yes,Credit card (automatic),0,2,102
5213-TWWJU,No,Month-to-month,No,Electronic check,91,28,"2,626"
5214-CHIWJ,No,One year,No,Mailed check,0,27,595
5214-NLTIT,No,Two year,No,Credit card (automatic),0,72,"6,511"
5215-LNLDJ,No,Month-to-month,No,Electronic check,0,7,149
5216-WASFJ,Yes,Month-to-month,No,Electronic check,0,31,"2,633"
5219-YIPTK,No,Month-to-month,Yes,Electronic check,0,33,"3,409"
5220-AGAAX,No,Two year,No,Bank transfer (automatic),24,68,"1,664"
5222-IMUKT,No,Month-to-month,No,Electronic check,0,32,"2,871"
5222-JCXZT,No,Month-to-month,No,Mailed check,19,4,78
5223-UZAVK,No,One year,No,Credit card (automatic),0,64,"6,603"
5226-NOZFC,No,Month-to-month,No,Electronic check,0,26,"2,146"
5227-JSCFE,Yes,Two year,No,Credit card (automatic),0,71,"3,353"
5228-EXCET,No,Month-to-month,Yes,Electronic check,0,13,"1,008"
5229-DTFYB,No,Two year,No,Bank transfer (automatic),0,41,"3,959"
5229-PRWKT,No,Month-to-month,Yes,Electronic check,0,8,649
5231-FIQPA,No,Two year,No,Mailed check,0,41,810
5232-NXPAY,No,Two year,No,Mailed check,0,47,"3,510"
5233-AOZUF,No,Month-to-month,No,Electronic check,0,29,"2,149"
5233-GEEAX,Yes,Month-to-month,Yes,Electronic check,0,8,221
5236-PERKL,No,Two year,Yes,Bank transfer (automatic),0,57,"6,465"
5236-XMZJY,No,Month-to-month,No,Bank transfer (automatic),0,42,"2,536"
5240-CAOYT,No,Month-to-month,No,Bank transfer (automatic),0,57,"4,884"
5240-IJOQT,Yes,Month-to-month,Yes,Electronic check,0,1,74
5242-UOWHD,No,Two year,No,Mailed check,0,45,929
5243-SAOTC,No,Month-to-month,No,Bank transfer (automatic),0,54,"4,308"
5244-IRFIH,Yes,Month-to-month,Yes,Electronic check,0,33,"3,105"
5245-VDBUR,No,One year,No,Mailed check,0,52,"1,958"
5248-KWLAR,No,Two year,No,Electronic check,0,71,"6,325"
5248-RPYWW,Yes,Two year,No,Bank transfer (automatic),0,72,"6,716"
5248-YGIJN,No,Two year,No,Credit card (automatic),0,72,"6,369"
5249-QYHEX,No,Two year,No,Mailed check,0,40,"1,024"
5256-SKJGO,No,Two year,No,Electronic check,0,64,"3,423"
5260-UMPWX,No,Month-to-month,No,Credit card (automatic),0,26,493
5261-QSHQM,No,Month-to-month,Yes,Electronic check,0,4,86
5266-PFRQK,No,One year,No,Credit card (automatic),0,52,"1,071"
5268-DSMNQ,Yes,One year,No,Credit card (automatic),0,62,"5,936"
5269-NRGDP,No,One year,No,Electronic check,0,42,"3,088"
5271-DBYSJ,Yes,Month-to-month,No,Credit card (automatic),0,11,827
5271-YNWVR,No,Two year,Yes,Electronic check,0,68,"7,856"
5274-XHAKY,No,Month-to-month,No,Bank transfer (automatic),0,41,"3,893"
5275-PMFUT,No,Two year,No,Credit card (automatic),0,72,"4,719"
5275-SQEIZ,No,Month-to-month,Yes,Mailed check,0,1,80
5276-KQWHG,Yes,Month-to-month,Yes,Electronic check,0,2,131
5277-ZLOOR,Yes,Month-to-month,Yes,Electronic check,0,2,187
5278-PNYOX,No,Two year,No,Credit card (automatic),0,49,"4,917"
5281-BUZGT,Yes,Month-to-month,Yes,Electronic check,0,36,"3,186"
5285-MVEHD,No,One year,No,Credit card (automatic),0,56,"6,068"
5286-YHCVC,No,Two year,No,Bank transfer (automatic),0,72,"7,470"
5287-QWLKY,Yes,Month-to-month,Yes,Credit card (automatic),0,71,"7,548"
5288-AHOUP,Yes,Month-to-month,No,Electronic check,0,11,874
5293-WXJAK,Yes,Month-to-month,Yes,Bank transfer (automatic),0,11,"1,133"
5294-CDGWY,No,One year,Yes,Electronic check,0,51,"3,014"
5294-DMSFH,No,Month-to-month,No,Credit card (automatic),0,29,"2,621"
5294-IMHHT,No,One year,No,Bank transfer (automatic),0,53,"5,043"
5295-PCJOO,No,Month-to-month,Yes,Electronic check,0,4,184
5296-BFCYD,No,Two year,No,Mailed check,0,46,936
5296-PSYVW,No,Two year,No,Electronic check,0,72,"1,750"
5297-MDOIR,No,One year,No,Credit card (automatic),0,63,"5,224"
5298-GSTLM,Yes,One year,No,Bank transfer (automatic),0,60,"6,176"
5299-RULOA,No,Month-to-month,Yes,Electronic check,0,10,"1,064"
5299-SJCZT,No,Month-to-month,Yes,Bank transfer (automatic),0,3,298
5301-GAUUY,No,Month-to-month,Yes,Bank transfer (automatic),0,32,"2,596"
5302-BDJNT,No,Month-to-month,No,Electronic check,0,35,"3,418"
5304-EFJLP,Yes,Two year,No,Bank transfer (automatic),0,72,"8,022"
5306-BVTKJ,No,One year,No,Credit card (automatic),0,48,"2,651"
5307-DZCVC,Yes,Month-to-month,Yes,Credit card (automatic),0,32,"2,628"
5307-UVGNB,No,Month-to-month,No,Bank transfer (automatic),0,53,"2,495"
5309-TAIKL,No,Month-to-month,No,Bank transfer (automatic),0,7,418
5310-NOOVA,No,Two year,No,Electronic check,0,46,907
5311-IHLEI,No,Month-to-month,No,Bank transfer (automatic),0,12,605
5312-IRCFR,No,One year,No,Electronic check,0,64,"5,980"
5312-TSZVC,No,One year,No,Mailed check,0,15,270
5312-UXESG,No,Month-to-month,No,Bank transfer (automatic),0,41,"3,990"
5313-FPXWG,No,One year,No,Bank transfer (automatic),0,51,"1,266"
5315-CKEQK,Yes,One year,No,Electronic check,51,28,"1,381"
5317-FLPJF,No,Two year,No,Bank transfer (automatic),0,66,"4,193"
5318-IXUZF,No,Month-to-month,Yes,Bank transfer (automatic),0,2,183
5318-YKDPV,No,Two year,No,Credit card (automatic),0,43,"3,566"
5320-BRKGK,No,Two year,No,Mailed check,0,58,"4,415"
5321-NTRKC,No,Two year,No,Bank transfer (automatic),0,66,"5,234"
5322-TEUJK,No,Two year,No,Bank transfer (automatic),0,71,"8,100"
5322-ZSMZY,No,Two year,No,Mailed check,0,31,755
5324-KTGCG,No,One year,No,Electronic check,0,71,"1,539"
5325-UWTWJ,No,Month-to-month,No,Credit card (automatic),0,31,"2,929"
5327-CNLUQ,No,Two year,No,Bank transfer (automatic),0,48,"4,473"
5327-XOKKY,Yes,Two year,No,Credit card (automatic),0,72,"5,329"
5329-KRDTM,Yes,Two year,No,Credit card (automatic),0,72,"5,396"
5331-RGMTT,Yes,Month-to-month,No,Credit card (automatic),0,54,"5,295"
5334-AFQJB,Yes,Two year,No,Credit card (automatic),0,72,"1,789"
5334-JLAXU,No,Month-to-month,No,Credit card (automatic),0,60,"5,475"
5336-UFNZP,Yes,One year,No,Electronic check,0,65,"7,047"
5337-IIWKZ,No,Month-to-month,No,Electronic check,0,34,"1,442"
5338-YHWYT,No,Two year,No,Credit card (automatic),0,37,"2,302"
5339-PXDVH,No,Month-to-month,No,Electronic check,0,4,367
5339-TJFEK,No,Month-to-month,No,Electronic check,0,62,"6,487"
5343-SGUBI,No,One year,No,Mailed check,0,52,"4,297"
5345-BMKWB,No,Month-to-month,No,Mailed check,0,8,158
5346-BZCHP,No,Two year,No,Mailed check,0,69,"1,346"
5348-CAGXB,No,Month-to-month,No,Electronic check,0,12,"1,021"
5349-AZPEW,No,Month-to-month,No,Mailed check,0,5,125
5349-IECLD,No,Month-to-month,Yes,Electronic check,0,2,178
5351-QESIO,No,Month-to-month,No,Mailed check,0,1,24
5353-WILCI,No,Month-to-month,No,Electronic check,0,28,"1,522"
5356-CSVSQ,No,Month-to-month,No,Electronic check,0,3,174
5356-KZCKT,No,Two year,No,Credit card (automatic),0,58,"1,513"
5356-RHIPP,No,Month-to-month,Yes,Mailed check,0,1,20
5357-TZHPP,Yes,Month-to-month,Yes,Credit card (automatic),0,9,732
5360-LJCNJ,No,Two year,No,Bank transfer (automatic),0,71,"7,555"
5360-XGYAZ,No,Two year,No,Bank transfer (automatic),0,72,"4,664"
5364-EVNIB,No,Month-to-month,Yes,Electronic check,0,13,973
5364-XYIRR,No,Month-to-month,Yes,Electronic check,0,51,"4,812"
5365-LLFYV,No,Month-to-month,No,Mailed check,0,2,105
5366-IJEQJ,No,Month-to-month,Yes,Electronic check,0,20,"1,761"
5366-OBVMR,No,Month-to-month,No,Mailed check,0,18,908
5370-IIVVL,No,One year,No,Credit card (automatic),0,37,"3,778"
5371-VYLSX,Yes,Month-to-month,No,Electronic check,0,50,"4,113"
5372-FBKBN,No,Month-to-month,No,Mailed check,0,21,452
5373-SFODM,Yes,Month-to-month,Yes,Credit card (automatic),0,36,"3,132"
5375-XLDOF,No,Two year,No,Bank transfer (automatic),0,69,"7,665"
5376-DEQCP,No,Month-to-month,Yes,Electronic check,0,1,70
5376-PCKNB,No,One year,No,Credit card (automatic),0,72,"7,459"
5377-NDTOU,No,Two year,No,Mailed check,0,71,"6,293"
5378-IKEEG,No,Month-to-month,Yes,Electronic check,0,1,35
5380-AFSSK,No,Month-to-month,Yes,Mailed check,0,5,486
5380-WJKOV,No,Month-to-month,Yes,Electronic check,0,34,"3,549"
5380-XPJNZ,No,One year,No,Mailed check,0,38,678
5382-SOYZL,No,Month-to-month,No,Electronic check,0,22,"2,162"
5382-TEMLV,No,Month-to-month,No,Bank transfer (automatic),0,45,"2,298"
5383-MMTWC,Yes,Month-to-month,Yes,Electronic check,84,8,613
5384-ZTTWP,No,Month-to-month,No,Mailed check,0,15,272
5385-SUIRI,Yes,Month-to-month,Yes,Electronic check,0,52,"5,568"
5386-THSLQ,Yes,One year,No,Bank transfer (automatic),0,66,"3,027"
5387-ASZNZ,Yes,One year,No,Credit card (automatic),0,66,"4,174"
5389-FFVKB,Yes,Month-to-month,Yes,Credit card (automatic),0,32,"2,483"
5392-AKEMH,No,Month-to-month,No,Electronic check,0,12,523
5393-HJZSM,No,Month-to-month,No,Bank transfer (automatic),0,32,"2,404"
5393-RXQSZ,No,Month-to-month,Yes,Electronic check,0,1,79
5394-MEITZ,No,Two year,No,Bank transfer (automatic),0,60,"4,946"
5394-SVGJV,No,Month-to-month,Yes,Bank transfer (automatic),0,37,"3,475"
5396-IZEPB,No,Month-to-month,No,Credit card (automatic),0,9,180
5397-NSKQG,No,Two year,No,Credit card (automatic),0,67,"3,281"
5397-TUPSH,Yes,One year,No,Bank transfer (automatic),0,65,"4,555"
5399-ZIMKF,No,Month-to-month,No,Electronic check,0,5,383
5402-HTOTQ,No,Month-to-month,No,Electronic check,0,16,875
5404-GGUKR,No,Month-to-month,No,Electronic check,0,5,262
5405-ZMYXQ,No,Month-to-month,No,Credit card (automatic),0,8,548
5406-KGRMX,No,Two year,No,Electronic check,0,71,"1,719"
5414-OFQCB,No,Two year,No,Credit card (automatic),0,57,"5,229"
5419-CONWX,Yes,Month-to-month,Yes,Credit card (automatic),0,4,442
5419-JKZNQ,Yes,Month-to-month,No,Mailed check,0,30,"2,351"
5419-JPRRN,No,Month-to-month,Yes,Electronic check,0,1,101
5419-KLXBN,No,Month-to-month,Yes,Bank transfer (automatic),0,25,"2,257"
5423-BHIXO,No,Month-to-month,No,Electronic check,0,32,"1,739"
5424-RLQLC,No,Month-to-month,No,Mailed check,0,10,638
5429-LWCMV,No,Month-to-month,No,Electronic check,0,12,"1,057"
5433-KYGHE,No,Month-to-month,No,Mailed check,86,14,"1,164"
5438-QMDDL,No,Month-to-month,No,Mailed check,0,19,"1,130"
5439-WIKXB,Yes,Month-to-month,No,Electronic check,0,41,"3,851"
5440-FLBQG,Yes,Two year,Yes,Bank transfer (automatic),0,69,"7,318"
5440-VHLUL,No,One year,No,Bank transfer (automatic),0,69,"7,386"
5442-BHQNG,No,Month-to-month,No,Electronic check,0,2,139
5442-BXVND,No,Month-to-month,No,Bank transfer (automatic),0,33,838
5442-PPTJY,No,Two year,No,Mailed check,0,12,258
5442-UTCVD,No,Month-to-month,Yes,Electronic check,0,3,257
5442-XSDCW,No,Month-to-month,Yes,Bank transfer (automatic),0,11,868
5443-SCMKX,No,One year,No,Electronic check,0,58,"5,610"
5445-GLVOT,No,Month-to-month,No,Electronic check,0,22,"1,049"
5445-PZWGX,No,One year,Yes,Electronic check,102,62,"6,529"
5445-UTODQ,No,Month-to-month,Yes,Electronic check,0,7,576
5446-DKWYW,Yes,One year,No,Electronic check,0,61,"3,965"
5447-VYTKW,No,Month-to-month,No,Mailed check,0,27,"1,461"
5447-WZAFP,No,One year,No,Mailed check,0,53,"5,200"
5448-VWNAM,No,Month-to-month,No,Mailed check,0,19,"1,375"
5449-FIBXJ,No,Month-to-month,Yes,Electronic check,0,19,"2,012"
5451-MHQOF,No,One year,No,Mailed check,0,56,"1,431"
5451-YHYPW,Yes,Two year,No,Credit card (automatic),0,72,"8,443"
5453-AXEPF,No,Month-to-month,No,Bank transfer (automatic),0,17,"1,336"
5453-YBTWV,No,Two year,No,Credit card (automatic),0,70,"6,994"
5456-ITGIC,Yes,Two year,No,Credit card (automatic),0,72,"4,641"
5457-COLHT,No,Two year,No,Bank transfer (automatic),0,69,"5,542"
5458-CQJTA,No,Two year,Yes,Bank transfer (automatic),0,65,"4,820"
5461-QKNTN,Yes,Month-to-month,No,Electronic check,0,43,"3,953"
5465-BUBFA,No,Two year,No,Bank transfer (automatic),0,41,772
5468-BPMMO,No,Month-to-month,No,Electronic check,0,46,851
5469-CTCWN,No,One year,Yes,Electronic check,106,61,"6,547"
5469-NUJUR,No,Two year,No,Mailed check,0,19,373
5472-CVMDX,No,Two year,No,Mailed check,0,68,"2,719"
5473-KHBPS,No,One year,No,Credit card (automatic),0,52,"4,976"
5474-LAMUQ,No,One year,No,Mailed check,0,24,533
5478-JJVZK,No,Month-to-month,No,Mailed check,0,33,"2,033"
5480-HPRRX,Yes,Month-to-month,Yes,Electronic check,0,3,77
5480-TBGPH,No,Month-to-month,Yes,Credit card (automatic),0,24,"2,431"
5480-XTFFL,No,Two year,No,Mailed check,21,31,697
5481-NTDOH,Yes,One year,No,Credit card (automatic),0,67,"7,142"
5482-NUPNA,No,Month-to-month,Yes,Mailed check,0,4,272
5482-PLVPE,Yes,Month-to-month,Yes,Electronic check,0,2,41
5482-VXSXJ,No,Month-to-month,No,Mailed check,0,22,"2,157"
5485-ITNPC,No,Two year,No,Bank transfer (automatic),0,66,"5,595"
5485-WUYWF,Yes,Month-to-month,Yes,Bank transfer (automatic),0,2,94
5493-SDRDQ,No,Month-to-month,Yes,Mailed check,0,2,113
5494-HECPR,No,Month-to-month,Yes,Electronic check,0,1,80
5494-WOZRZ,No,Two year,No,Credit card (automatic),82,71,"5,999"
5495-GPSRW,No,Two year,No,Mailed check,0,20,419
5498-IBWPI,No,One year,No,Credit card (automatic),0,66,"3,251"
5498-TXHLF,No,Month-to-month,Yes,Electronic check,0,34,"2,874"
5499-ECUTN,No,One year,No,Credit card (automatic),0,47,"3,021"
5501-TVMGM,No,Month-to-month,No,Electronic check,0,1,55
5502-RLUYV,No,Month-to-month,Yes,Electronic check,0,69,"7,446"
5504-WSIUR,No,One year,No,Bank transfer (automatic),0,70,"6,385"
5505-OVWQW,No,One year,No,Mailed check,0,17,353
5510-BOIUJ,No,Month-to-month,Yes,Mailed check,0,1,19
5512-IDZEI,No,One year,No,Electronic check,0,46,"1,174"
5514-YQENT,No,Two year,No,Electronic check,0,41,"4,507"
5515-AKOAJ,No,Month-to-month,Yes,Electronic check,0,54,"5,440"
5515-IDEJJ,No,Month-to-month,Yes,Mailed check,0,1,19
5515-RUGKN,No,Month-to-month,No,Credit card (automatic),0,8,438
5519-NPHVG,No,Month-to-month,Yes,Electronic check,0,12,"1,046"
5519-TEEUH,No,One year,No,Mailed check,0,33,682
5519-YLDGW,No,Month-to-month,Yes,Electronic check,0,21,"2,254"
5520-FVEWJ,No,Month-to-month,Yes,Electronic check,0,12,916
5522-JBWMO,No,Month-to-month,No,Electronic check,44,1,44
5522-NYKPB,No,Month-to-month,No,Electronic check,0,25,"2,199"
5524-KHNJP,No,One year,No,Credit card (automatic),0,33,"2,453"
5527-ACHSO,No,Month-to-month,No,Mailed check,0,11,829
5529-GIBVH,No,Two year,No,Mailed check,0,47,"1,046"
5533-NHFRF,Yes,Month-to-month,No,Electronic check,0,7,265
5533-RJFTJ,No,Month-to-month,No,Bank transfer (automatic),0,49,"1,453"
5536-RTPWK,No,Month-to-month,Yes,Bank transfer (automatic),0,49,"4,853"
5536-SLHPM,No,Month-to-month,Yes,Electronic check,0,55,"4,458"
5537-UXXVS,No,Month-to-month,No,Bank transfer (automatic),0,20,375
5539-HIVAK,Yes,Month-to-month,No,Mailed check,0,28,734
5539-TMZLF,Yes,Month-to-month,Yes,Electronic check,0,1,69
5542-DHSXL,No,Month-to-month,No,Mailed check,0,4,235
5542-NKVRU,No,Two year,No,Bank transfer (automatic),0,42,844
5542-TBBWB,No,Month-to-month,No,Electronic check,0,1,69
5543-QDCRY,No,Month-to-month,No,Electronic check,0,4,234
5546-BYZSM,No,Month-to-month,No,Electronic check,0,41,775
5546-QUERU,No,One year,No,Mailed check,0,13,257
5549-ZGHFB,No,Two year,No,Mailed check,0,50,"1,261"
5550-VFRLC,Yes,Month-to-month,Yes,Electronic check,0,1,69
5552-ZNFSJ,No,Month-to-month,Yes,Electronic check,0,1,45
5553-AOINX,Yes,One year,No,Electronic check,0,66,"6,891"
5555-RNPGT,No,Month-to-month,No,Credit card (automatic),0,10,223
5561-NWEVX,Yes,Month-to-month,Yes,Electronic check,0,2,172
5562-BETPV,No,One year,No,Mailed check,0,1,19
5562-YJQGT,No,Month-to-month,No,Credit card (automatic),0,2,35
5564-NEMQO,Yes,Month-to-month,Yes,Bank transfer (automatic),0,1,75
5565-FILXA,Yes,Month-to-month,Yes,Electronic check,0,16,"1,529"
5566-SOEZD,No,One year,No,Credit card (automatic),0,27,"2,209"
5567-GZKQY,No,Two year,No,Credit card (automatic),0,58,"1,131"
5567-WSELE,Yes,Month-to-month,Yes,Electronic check,0,3,279
5568-DMXZS,No,Month-to-month,No,Electronic check,0,8,554
5569-IDSEY,No,One year,No,Bank transfer (automatic),0,71,"7,472"
5569-KGJHX,No,Month-to-month,Yes,Bank transfer (automatic),0,9,754
5569-OUICF,Yes,Month-to-month,Yes,Credit card (automatic),0,28,"2,812"
5570-PTWEH,No,Month-to-month,Yes,Credit card (automatic),0,3,216
5572-ZDXHY,No,Month-to-month,Yes,Mailed check,0,22,"1,855"
5574-NXZIU,No,Two year,No,Credit card (automatic),0,63,"7,049"
5575-GNVDE,No,One year,No,Mailed check,0,34,"1,889"
5575-TPIZQ,No,Month-to-month,No,Credit card (automatic),0,46,"4,245"
5577-OTWWW,No,Month-to-month,Yes,Bank transfer (automatic),0,15,297
5578-NKCXI,No,One year,No,Credit card (automatic),0,58,"5,846"
5583-EJXRD,No,Two year,No,Credit card (automatic),0,44,"2,375"
5583-SXDAG,No,Month-to-month,Yes,Electronic check,70,1,70
5590-BYNII,No,Month-to-month,Yes,Electronic check,0,22,"2,095"
5590-YRFJT,No,Month-to-month,Yes,Electronic check,0,20,482
5590-ZSKRV,No,Month-to-month,No,Mailed check,0,8,482
5593-SUAOO,No,One year,No,Bank transfer (automatic),0,24,"2,033"
5597-GLBUC,No,Month-to-month,Yes,Electronic check,0,1,85
5598-IKHQQ,No,Two year,No,Credit card (automatic),0,72,"1,866"
5599-HVLTW,Yes,Month-to-month,No,Bank transfer (automatic),0,14,"1,058"
5600-KTXFM,No,Month-to-month,No,Mailed check,0,2,143
5600-PDUJF,No,Month-to-month,No,Credit card (automatic),0,6,312
5602-BVFMK,No,One year,No,Mailed check,0,12,228
5605-IYGFG,No,Month-to-month,No,Bank transfer (automatic),0,7,515
5605-XNWEN,Yes,Two year,No,Bank transfer (automatic),25,72,"1,802"
5606-AMZBO,No,Month-to-month,No,Credit card (automatic),0,10,765
5609-CEBID,Yes,Month-to-month,Yes,Electronic check,0,20,"1,782"
5609-IMCGG,No,Month-to-month,No,Credit card (automatic),0,15,"1,302"
5614-DNZCE,No,Two year,No,Credit card (automatic),0,58,"3,795"
5616-PRTNT,No,Month-to-month,Yes,Electronic check,0,20,374
5619-PTMIK,No,Month-to-month,No,Electronic check,0,46,"2,459"
5619-XZZKR,No,One year,No,Mailed check,0,4,68
5622-UEJFI,No,Two year,No,Credit card (automatic),0,35,949
5624-BQSSA,No,Month-to-month,Yes,Mailed check,0,1,20
5624-RYAMH,No,Month-to-month,No,Electronic check,0,9,178
5626-MGTUK,No,Month-to-month,No,Bank transfer (automatic),0,20,"1,879"
5627-TVBPP,No,One year,No,Credit card (automatic),0,35,644
5628-FCGYG,No,Month-to-month,No,Electronic check,0,21,"1,737"
5628-RKIFK,Yes,Month-to-month,No,Credit card (automatic),0,49,"5,070"
5630-AHZIL,No,Month-to-month,No,Bank transfer (automatic),0,3,177
5630-IXDXV,No,Month-to-month,No,Electronic check,0,47,"4,849"
5639-NTUPK,No,Month-to-month,No,Credit card (automatic),0,13,670
5640-CAXOA,No,One year,No,Credit card (automatic),0,30,"1,187"
5641-DMBFJ,No,Two year,No,Electronic check,0,58,"4,916"
5642-MHDQT,No,One year,No,Bank transfer (automatic),0,53,"1,039"
5644-PDMZC,Yes,Month-to-month,Yes,Electronic check,0,2,161
5647-FXOTP,Yes,Month-to-month,No,Electronic check,0,60,"6,401"
5647-URDKA,No,Two year,No,Mailed check,0,8,130
5649-ANRML,Yes,Month-to-month,Yes,Credit card (automatic),0,2,180
5649-RXQTV,No,Month-to-month,No,Electronic check,99,51,"5,038"
5649-TJHOV,Yes,Month-to-month,Yes,Bank transfer (automatic),0,27,"1,032"
5649-VUKMC,No,One year,Yes,Mailed check,0,12,"1,115"
5650-VDUDS,No,Month-to-month,Yes,Mailed check,0,4,96
5650-YLIBA,No,Month-to-month,No,Electronic check,0,31,"2,640"
5651-CPDND,No,Month-to-month,No,Mailed check,46,10,492
